id,year,date_start,country,region,conflict_name,dyad_name,side_a,side_b,where_description,latitude,longitude,deaths_a,deaths_b,deaths_civilians,best,type_of_violence,source_headline
624994,2026,2026-03-01,Israel,Middle East,Iran - Israel,Government of Iran - Government of Israel,Government of Iran,Government of Israel,central Israeli city of Beit Shemesh.,31.745686,34.986647,0,0,9,9,1,"Nine killed after Iranian missile hits synagogue bomb shelter in central Israel;Woman killed, medics say 25 wounded in direct Iranian missile hit in Tel Aviv;Israel first responders say Iran missile attack kills woman;Six people killed after missile strike on Israeli town of Beit Shemesh, ambulance service
says;Death toll from Iran missile attack on Israel rises to 8: first responders;Iranian missile kills nine in Beit Shemesh. Tehran increases barrages in response to
Khamenei assassination, airstrikes"
624226,2026,2026-03-01,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Al-Abbasiya neighbourhood in Homs City,34.726818,36.723391,0,0,2,2,3,Sectarian-based attacks | Two young men kil*led in Al-Abbasiya in Homs
620253,2026,2026-03-01,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,Al-Jurn area in Jabalia Al-Balad,31.5272,34.483471,0,0,0,2,1,Two martyrs and several wounded in an Israeli bombing of Jabalia town
620910,2026,2026-03-01,Israel,Middle East,Iran - Israel,Government of Iran - Government of Israel,Government of Iran,Government of Israel,Tel Aviv area,32.066667,34.783333,0,0,1,1,1,"ISRAELI MEDIA SAYS ONE PERSON KILLED AFTER SUCCUMBING TO WOUNDS SUSTAINED FROM ATTACK ON TEL AVIV;Israel first responders say woman killed after Iran missile attack in Tel Aviv area;Filipino national identified as woman killed by Iranian missile in Tel Aviv;Woman killed, medics say 25 wounded in direct Iranian missile hit in Tel Aviv;Israel first responders say Iran missile attack kills woman;Iranian missile kills nine in Beit Shemesh. Tehran increases barrages in response to
Khamenei assassination, airstrikes"
622613,2026,2026-02-28,Kuwait,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",,29.3375,47.6581,0,0,0,1,1,"Three killed, dozens hurt in UAE since start of Iran's campaign"
620449,2026,2026-02-28,Iraq,Middle East,Iran: Kurdistan,Government of Iran - PAK,Government of Iran,PAK,,33.0,44.0,0,1,0,1,1,A member of the PAK lost his life in the Iranian attack
625182,2026,2026-02-28,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",,32.0,53.0,1105,0,1351,2544,1,"Iranian government agency says at least 1,045 people have been killed in the war so far;Iran state media says more than 1,000 killed in strikes;Iranian state-run foundation says 1,230 killed in strikes;1st LD Writethru: At least 1,332 Iranian civilians killed in U.S.-Israeli airstrikes: Iran's UN envoy;1st LD Writethru: Israeli military says about 1,900 Iranian soldiers, commanders killed in strikes;Iran says 1,255 people killed in US-Israeli attacks, mostly civilians;Iran war live: Israel hits Lebanon, Hormuz fears rise, Gulf states attacked


AU 


Mariamne Everett, Elis Gjevori, Tim Hume;Explosions near Tehran al-Quds Day march in solidarity with Palestinians;1st LD Writethru: U.S.-Israeli strikes kill 226 women, 204 children in Iran -- media;Iran emergency workers search for survivors after deadly US-Israel attacks;Day 32 of U.S. and Israeli Attacks on Iran: Strikes Focused on Central Regions of the Country;At least 7,650 killed in 40 days of war, including 1,030 civilians — Hengaw’s tenth report"
621091,2026,2026-02-28,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Iran,32.0,53.0,0,0,0,552,1,US-Israel attacks on Iran: Death toll and injuries live tracker;Iran Red Crescent says 555 people killed in Iran since start of war;Iran Red Crescent says 787 killed so far since war began
620878,2026,2026-02-28,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Iran,32.0,53.0,33,0,0,33,1,"Israel says killed Iran's armed forces chief of staff, 40 commanders"
622611,2026,2026-02-28,United Arab Emirates,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",,24.0,54.0,0,0,1,2,1,"Three killed, dozens hurt in UAE since start of Iran's campaign;Four killed, dozens hurt in Gulf since start of Iran's campaign"
624760,2026,2026-02-28,United Arab Emirates,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",,24.0,54.0,0,0,0,1,1,CORRECTED-FACTBOX-How many people have been killed in the US-Israel war on Iran?
625374,2026,2026-02-28,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Alborz province,35.816667,50.966667,0,0,31,31,1,1st LD Writethru: Death toll rises to 13 from U.S.-Israeli attacks on bridge in N. Iran
625367,2026,2026-02-28,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Hormozgan Province,27.1884,56.2768,0,0,0,24,1,5 killed in U.S.-Israeli raid on port city in Iran
